sensor_id;temperatura;velocidad_viento;precipitacion;direccion_viento;tiempo_lectura
USW00094732;31,10;2,9;0,3;210;22/06/2024
USW00094732;31,10;4,6;0,0;220;23/06/2024
USW00094732;26,40;6,4;0,0;340;24/06/2024
USW00094732;26,95;4,3;0,0;240;25/06/2024
USW00094732;28,90;4,1;16,0;280;26/06/2024
USW00094732;26,15;3,8;1,8;10;27/06/2024
USW00094732;22,50;3,1;0,0;130;28/06/2024
USW00094732;24,45;3,1;4,8;210;29/06/2024
USW00094732;26,95;3,7;10,9;330;30/06/2024
USW00094732;22,75;5,1;0,0;20;1/07/2024
USW00094732;24,20;2,8;0,0;130;2/07/2024
USW00094732;23,60;2,3;0,0;220;3/07/2024
USW00094732;27,50;2,5;0,0;210;4/07/2024
USW00094732;30,60;3,1;0,0;210;5/07/2024
USW00094732;32,80;3,2;0,0;260;6/07/2024
USW00094732;29,75;2,7;4,1;340;7/07/2024
USW00094732;30,25;1,8;0,0;130;8/07/2024
USW00094732;30,25;2,6;0,0;210;9/07/2024
USW00094732;30,55;3,3;0,0;210;10/07/2024
USW00094732;28,35;3,7;11,7;270;11/07/2024
USW00094732;25,55;1,3;1,5;100;12/07/2024
USW00094732;28,90;1,7;0,3;210;13/07/2024
USW00094732;29,45;2,1;8,1;220;14/07/2024
USW00094732;30,85;2,9;0,0;220;15/07/2024
USW00094732;30,55;4,1;11,2;260;16/07/2024
USW00094732;29,70;2,9;20,8;300;17/07/2024
USW00094732;26,70;3,0;0,0;320;18/07/2024
USW00094732;25,30;2,7;0,0;270;19/07/2024
USW00094732;25,00;2,0;0,0;210;20/07/2024
USW00094732;24,45;1,5;0,5;140;22/07/2024
USW00094732;26,70;1,9;5,8;270;23/07/2024
USW00094732;25,85;2,1;9,7;120;24/07/2024
USW00094732;26,70;2,8;0,0;320;25/07/2024
USW00094732;24,45;2,8;0,0;350;26/07/2024
USW00094732;25,55;1,6;0,0;130;27/07/2024
USW00094732;24,75;1,3;0,0;140;28/07/2024
USW00094732;26,15;1,8;0,0;220;29/07/2024
USW00094732;28,05;3,5;0,0;210;30/07/2024
USW00094732;29,15;3,8;0,0;250;31/07/2024
USW00094732;30,00;2,5;0,0;250;1/08/2024
USW00094732;30,55;2,2;14,2;230;2/08/2024
USW00094732;28,60;3,0;11,2;280;3/08/2024
USW00094732;25,80;2,2;2,8;320;4/08/2024
USW00094732;28,30;2,7;0,0;250;5/08/2024
USW00094732;28,60;3,4;51,8;30;6/08/2024
USW00094732;23,05;3,6;4,1;70;7/08/2024
USW00094732;22,80;4,5;28,4;70;8/08/2024
USW00094732;27,50;4,7;17,8;250;9/08/2024
USW00094732;26,65;3,1;0,0;250;10/08/2024
USW00094732;24,15;2,8;0,0;300;11/08/2024
USW00094732;23,05;3,0;0,0;260;12/08/2024
USW00094732;22,80;3,0;0,0;330;13/08/2024
USW00094732;24,75;3,1;0,0;350;14/08/2024
USW00094732;25,00;1,7;0,0;20;15/08/2024
USW00094732;25,85;1,0;0,0;210;16/08/2024
USW00094732;22,50;2,6;0,5;130;17/08/2024
USW00094732;26,65;2,0;17,5;250;18/08/2024
USW00094732;25,60;3,4;0,0;330;19/08/2024
USW00094732;19,15;4,9;0,0;330;20/08/2024
USW00094732;18,85;4,1;0,0;340;21/08/2024
USW00094732;20,55;1,7;;270;23/08/2024
USW00094732;22,20;1,6;0,0;160;24/08/2024
USW00094732;24,45;2,2;0,0;230;25/08/2024
USW00094732;26,70;2,4;0,0;100;26/08/2024
USW00094732;25,85;1,6;0,0;270;27/08/2024
USW00094732;30,00;3,1;0,0;330;28/08/2024
USW00094732;25,30;5,0;0,0;100;29/08/2024
USW00094732;21,65;4,2;10,7;80;30/08/2024
USW00094732;24,45;1,8;0,0;240;31/08/2024
USW00094732;26,65;3,0;0,3;260;1/09/2024
USW00094732;21,65;5,1;0,0;10;2/09/2024
USW00094732;18,05;2,8;0,0;60;3/09/2024
USW00094732;18,90;1,6;0,0;100;4/09/2024
USW00094732;19,45;2,7;0,0;100;5/09/2024
USW00094732;20,30;1,8;0,0;120;6/09/2024
USW00094732;20,55;3,0;3,0;270;7/09/2024
USW00094732;16,95;3,9;0,0;270;8/09/2024
USW00094732;18,35;2,9;0,0;290;9/09/2024
USW00094732;20,85;2,6;0,0;330;10/09/2024
USW00094732;21,10;1,3;0,0;130;11/09/2024
USW00094732;21,65;1,7;0,0;120;12/09/2024
USW00094732;22,50;1,5;0,0;130;13/09/2024
USW00094732;22,80;2,5;0,0;100;14/09/2024
USW00094732;21,65;4,1;0,0;90;15/09/2024
USW00094732;18,90;3,4;0,0;40;16/09/2024
USW00094732;21,95;4,5;0,0;60;17/09/2024
USW00094732;23,05;4,1;0,0;50;18/09/2024
USW00094732;24,70;3,2;0,0;10;19/09/2024
USW00094732;23,30;2,5;0,0;120;20/09/2024
USW00094732;22,80;1,9;0,0;110;21/09/2024
USW00094732;21,40;2,8;0,0;120;22/09/2024
USW00094732;18,35;3,0;1,0;70;23/09/2024
USW00094732;18,60;3,9;0,0;110;24/09/2024
USW00094732;19,20;3,6;1,5;90;25/09/2024
USW00094732;23,60;1,7;0,0;210;26/09/2024
USW00094732;21,35;4,1;2,0;60;27/09/2024
USW00094732;20,00;5,1;3,3;60;28/09/2024
USW00094732;18,30;4,7;0,0;60;29/09/2024
USW00094732;20,30;3,6;0,0;70;30/09/2024
USW00094732;19,75;4,2;0,0;80;1/10/2024
USW00094732;18,90;2,7;0,0;70;2/10/2024
USW00094732;20,30;0,9;0,0;140;3/10/2024
USW00094732;18,90;0,9;0,0;140;4/10/2024
USW00094732;20,25;2,7;0,0;10;5/10/2024
USW00094732;18,65;2,1;0,0;210;6/10/2024
USW00094732;20,55;3,6;0,0;350;7/10/2024
USW00094732;16,95;3,1;0,0;240;8/10/2024
USW00094732;15,30;3,1;0,0;280;9/10/2024
USW00094732;12,50;4,1;0,0;350;10/10/2024
USW00094732;13,60;3,3;0,0;260;11/10/2024
USW00094732;18,90;3,1;0,0;310;12/10/2024
USW00094732;19,20;2,9;0,0;220;13/10/2024
USW00094732;14,75;5,7;0,0;260;14/10/2024
USW00094732;11,10;3,8;0,0;260;15/10/2024
USW00094732;11,10;4,5;0,0;330;16/10/2024
USW00094732;10,55;3,6;0,0;340;17/10/2024
USW00094732;14,75;3,0;0,0;20;18/10/2024
USW00094732;15,80;0,7;0,0;50;19/10/2024
USW00094732;15,60;1,4;0,0;250;20/10/2024
USW00094732;17,75;1,7;0,0;290;21/10/2024
USW00094732;21,15;0,6;0,0;130;22/10/2024
USW00094732;18,05;1,7;0,0;240;23/10/2024
USW00094732;15,85;5,4;0,0;350;24/10/2024
USW00094732;12,20;2,6;0,0;330;25/10/2024
USW00094732;13,90;3,6;1,5;330;26/10/2024
USW00094732;10,25;2,7;0,0;340;27/10/2024
USW00094732;10,00;0,8;0,0;210;28/10/2024
USW00094732;12,50;1,3;0,0;200;29/10/2024
USW00094732;16,90;1,3;0,0;210;30/10/2024
USW00094732;20,55;3,8;0,0;210;31/10/2024
USW00094732;20,55;5,4;0,0;260;1/11/2024
USW00094732;11,95;3,3;0,0;350;2/11/2024
USW00014739;4,72;9,2;0,0;310;2/11/2023
USW00014739;8,06;13,4;0,0;220;3/11/2023
USW00014739;11,94;8,5;0,0;220;4/11/2023
USW00014739;12,22;6,3;0,0;330;5/11/2023
USW00014739;8,33;8,5;0,0;100;6/11/2023
USW00014739;14,17;14,3;0,1;290;7/11/2023
USW00014739;6,94;15,0;0,0;320;8/11/2023
USW00014739;5,28;6,0;0,1;300;9/11/2023
USW00014739;7,22;11,4;0,0;260;10/11/2023
USW00014739;5,28;11,2;0,0;320;11/11/2023
USW00014739;2,78;8,7;0,0;330;12/11/2023
USW00014739;2,22;7,4;0,0;220;13/11/2023
USW00014739;5,83;8,5;0,0;320;14/11/2023
USW00014739;5,83;9,2;0,0;220;15/11/2023
USW00014739;11,67;7,8;0,0;240;16/11/2023
USW00014739;11,94;10,5;0,0;220;17/11/2023
USW00014739;8,06;12,1;0,1;330;18/11/2023
USW00014739;6,67;11,4;0,0;270;19/11/2023
USW00014739;1,67;12,1;0,0;320;20/11/2023
USW00014739;1,39;10,3;0,0;130;21/11/2023
USW00014739;7,50;14,5;1,2;120;22/11/2023
USW00014739;7,78;12,3;0,0;320;23/11/2023
USW00014739;4,17;12,8;0,0;290;24/11/2023
USW00014739;0,00;8,7;0,0;320;25/11/2023
USW00014739;3,06;9,4;0,0;120;26/11/2023
USW00014739;8,33;15,0;0,4;120;27/11/2023
USW00014739;1,94;16,1;0,0;280;28/11/2023
USW00014739;0,28;11,6;0,0;270;29/11/2023
USW00014739;3,61;11,4;0,0;220;30/11/2023
USW00014739;8,33;10,3;0,1;220;1/12/2023
USW00014739;8,06;5,8;0,0;230;2/12/2023
USW00014739;6,67;14,3;0,8;90;3/12/2023
USW00014739;6,39;6,7;0,1;300;4/12/2023
USW00014739;2,78;9,2;0,0;340;5/12/2023
USW00014739;-1,11;10,7;0,0;330;6/12/2023
USW00014739;-2,50;9,8;0,0;320;7/12/2023
USW00014739;1,39;5,8;0,0;320;8/12/2023
USW00014739;5,83;5,8;0,0;170;9/12/2023
USW00014739;11,67;11,9;0,5;180;10/12/2023
USW00014739;10,28;17,0;1,8;200;11/12/2023
USW00014739;3,89;11,9;0,0;280;12/12/2023
USW00014739;3,61;14,3;0,0;280;13/12/2023
USW00014739;0,00;12,1;0,0;310;14/12/2023
USW00014739;6,67;10,7;0,0;280;15/12/2023
USW00014739;7,50;9,8;0,0;110;16/12/2023
USW00014739;8,89;9,6;0,4;110;17/12/2023
USW00014739;12,22;24,2;1,7;160;18/12/2023
USW00014739;5,28;11,6;0,0;300;19/12/2023
USW00014739;2,78;10,7;0,0;330;20/12/2023
USW00014739;-1,11;11,9;0,0;330;21/12/2023
USW00014739;-1,67;6,7;0,0;330;22/12/2023
USW00014739;0,56;4,7;0,0;220;23/12/2023
USW00014739;5,00;2,2;0,0;170;24/12/2023
USW00014739;6,39;4,5;0,0;100;25/12/2023
USW00014739;6,11;4,5;0,0;320;26/12/2023
USW00014739;8,33;5,1;0,0;60;27/12/2023
USW00014739;6,39;14,8;0,6;20;28/12/2023
USW00014739;6,11;6,0;0,0;220;29/12/2023
USW00014739;4,72;9,6;0,1;320;30/12/2023
USW00014739;2,78;8,1;0,0;290;31/12/2023
USW00014739;0,28;6,3;0,0;320;1/01/2024
USW00014739;0,28;6,5;0,0;310;2/01/2024
USW00014739;2,78;7,2;0,0;280;3/01/2024
USW00014739;1,11;12,3;0,0;320;4/01/2024
USW00014739;-2,78;14,8;0,0;300;5/01/2024
USW00014739;0,83;9,4;0,1;90;6/01/2024
USW00014739;-0,83;21,3;1,0;80;7/01/2024
USW00014739;-0,56;9,2;0,0;300;8/01/2024
USW00014739;0,83;12,1;0,7;120;9/01/2024
USW00014739;10,00;19,5;1,8;130;10/01/2024
USW00014739;5,56;12,8;0,0;280;11/01/2024
USW00014739;5,28;10,1;0,0;130;12/01/2024
USW00014739;9,72;20,6;1,4;100;13/01/2024
USW00014739;1,11;21,9;0,0;260;14/01/2024
USW00014739;-2,78;9,8;0,0;280;15/01/2024
USW00014739;-1,39;10,7;0,6;310;16/01/2024
USW00014739;-5,00;15,2;0,0;270;17/01/2024
USW00014739;-4,72;14,1;0,0;240;18/01/2024
USW00014739;-4,44;10,1;0,0;320;19/01/2024
USW00014739;-8,06;15,4;0,0;330;20/01/2024
USW00014739;-5,83;16,3;0,0;320;21/01/2024
USW00014739;-1,94;11,2;0,0;240;22/01/2024
USW00014739;2,22;8,7;0,0;240;23/01/2024
USW00014739;1,94;4,9;0,5;180;24/01/2024
USW00014739;7,50;8,1;0,2;220;25/01/2024
USW00014739;3,89;10,3;0,8;60;26/01/2024
USW00014739;2,78;6,7;0,0;10;27/01/2024
USW00014739;1,67;11,4;0,6;50;28/01/2024
USW00014739;1,39;15,9;0,1;10;29/01/2024
USW00014739;-1,39;10,5;0,0;50;30/01/2024
USW00014739;-0,56;7,2;0,0;220;31/01/2024
USW00014739;3,33;8,5;0,0;220;1/02/2024
USW00014739;3,61;7,6;0,1;330;2/02/2024
USW00014739;0,83;12,1;0,0;320;3/02/2024
USW00014739;0,56;11,4;0,0;320;4/02/2024
USW00014739;0,83;12,1;0,0;20;5/02/2024
USW00014739;0,56;10,5;0,0;30;6/02/2024
USW00014739;1,11;7,8;0,0;40;7/02/2024
USW00014739;1,67;4,3;0,0;110;8/02/2024
USW00014739;3,89;8,3;0,0;200;9/02/2024
USW00014739;8,61;9,0;0,0;300;10/02/2024
USW00014739;6,94;12,1;0,0;260;11/02/2024
USW00014739;4,17;6,9;0,0;340;12/02/2024
USW00014739;1,67;15,0;0,2;30;13/02/2024
USW00014739;-0,83;19,0;0,0;290;14/02/2024
USW00014739;0,00;13,2;0,0;220;15/02/2024
USW00014739;1,11;16,6;0,0;300;16/02/2024
USW00014739;-1,11;9,8;0,0;290;17/02/2024
USW00014739;-1,67;14,1;0,0;220;18/02/2024
USW00014739;0,00;12,3;0,0;280;19/02/2024
USW00014739;-2,50;7,8;0,0;310;20/02/2024
USW00014739;-1,39;7,4;0,0;120;21/02/2024
USW00014739;0,83;8,5;0,0;210;22/02/2024
USW00014739;4,17;5,6;0,1;210;23/02/2024
USW00014739;-1,39;14,1;0,0;320;24/02/2024
USW00014739;-3,61;9,6;0,0;200;25/02/2024
USW00014739;5,83;13,4;0,0;220;26/02/2024
USW00014739;5,00;6,9;0,1;200;27/02/2024
USW00014739;8,61;21,3;0,1;290;28/02/2024
USW00014739;0,28;20,4;0,1;280;29/02/2024
USW00014739;0,56;12,1;0,0;250;1/03/2024
USW00014739;4,44;8,1;1,2;220;2/03/2024
USW00014739;10,56;7,4;0,3;350;3/03/2024
USW00014739;7,50;10,5;0,0;70;4/03/2024
USW00014739;4,72;8,5;0,2;50;5/03/2024
USW00014739;7,78;8,5;0,4;30;6/03/2024
USW00014739;5,83;19,5;1,1;20;7/03/2024
USW00014739;4,17;12,3;0,0;10;8/03/2024
USW00014739;2,50;13,0;0,2;120;9/03/2024
USW00014739;7,50;16,3;0,9;290;10/03/2024
USW00014739;3,89;21,3;0,0;310;11/03/2024
USW00014739;7,78;15,0;0,0;300;12/03/2024
USW00014739;5,56;10,5;0,0;100;13/03/2024
USW00014739;6,39;6,5;0,0;90;14/03/2024
USW00014739;4,72;9,6;0,0;360;15/03/2024
USW00014739;7,22;8,5;0,0;110;16/03/2024
USW00014739;10,28;14,3;0,0;290;17/03/2024
USW00014739;6,39;14,1;0,0;270;18/03/2024
USW00014739;4,72;14,1;0,0;270;19/03/2024
USW00014739;6,39;13,2;0,1;280;20/03/2024
USW00014739;1,11;21,7;0,0;290;21/03/2024
USW00014739;0,83;9,8;0,0;270;22/03/2024
USW00014739;3,06;13,7;2,3;320;23/03/2024
USW00014739;1,39;14,3;0,0;310;24/03/2024
USW00014739;3,06;18,8;0,0;40;25/03/2024
USW00014739;2,78;16,3;0,1;30;26/03/2024
USW00014739;6,39;6,7;0,1;40;27/03/2024
USW00014739;8,33;4,9;1,7;330;28/03/2024
USW00014739;6,94;19,7;0,5;300;29/03/2024
USW00014739;8,89;17,0;0,0;290;30/03/2024
USW00014739;10,56;8,1;0,0;280;31/03/2024
USW00014739;6,67;5,1;0,0;60;1/04/2024
USW00014739;6,67;11,2;0,0;100;2/04/2024
USW00014739;4,72;21,9;0,6;60;3/04/2024
USW00014739;2,78;26,4;0,9;60;4/04/2024
USW00014739;5,00;14,8;0,0;290;5/04/2024
USW00014739;4,72;13,0;0,0;340;6/04/2024
USW00014739;5,28;9,6;0,0;350;7/04/2024
USW00014739;11,94;9,0;0,0;290;8/04/2024
USW00014739;10,56;9,6;0,0;90;9/04/2024
USW00014739;9,44;8,5;0,0;160;10/04/2024
USW00014739;10,00;7,6;0,1;150;11/04/2024
USW00014739;13,06;19,2;0,7;170;12/04/2024
USW00014739;10,83;15,2;0,0;280;13/04/2024
USW00014739;11,67;11,4;0,0;250;14/04/2024
USW00014739;14,72;9,2;0,0;270;15/04/2024
USW00014739;14,72;9,2;0,0;310;16/04/2024
USW00014739;7,78;11,0;0,0;100;17/04/2024
USW00014739;7,50;9,4;0,2;70;18/04/2024
USW00014739;9,44;12,5;0,0;110;19/04/2024
USW00014739;11,67;9,2;0,3;290;20/04/2024
USW00014739;8,06;11,6;0,0;280;21/04/2024
USW00014739;9,72;10,1;0,0;310;22/04/2024
USW00014739;10,28;11,2;0,0;110;23/04/2024
USW00014739;10,83;13,7;0,0;330;24/04/2024
USW00014739;5,83;10,7;0,0;110;25/04/2024
USW00014739;6,67;10,7;0,0;100;26/04/2024
USW00014739;10,00;10,7;0,0;210;27/04/2024
USW00014739;13,61;11,2;0,0;240;28/04/2024
USW00014739;15,83;7,6;0,0;70;29/04/2024
USW00014739;10,28;10,7;0,1;130;30/04/2024
USW00014739;8,61;7,4;0,1;70;1/05/2024
USW00014739;14,17;12,3;0,1;40;2/05/2024
USW00014739;10,00;8,5;0,0;30;3/05/2024
USW00014739;10,00;8,7;0,0;90;4/05/2024
USW00014739;9,44;9,6;0,5;110;5/05/2024
USW00014739;17,22;7,4;0,0;240;6/05/2024
USW00014739;16,39;9,0;0,0;100;7/05/2024
USW00014739;12,50;5,6;0,7;90;8/05/2024
USW00014739;13,61;10,5;0,0;310;9/05/2024
USW00014739;9,72;10,7;0,0;80;10/05/2024
USW00014739;9,17;8,5;0,0;70;11/05/2024
USW00014739;10,28;6,9;0,0;240;12/05/2024
USW00014739;13,33;11,2;0,0;110;13/05/2024
USW00014739;17,78;13,0;0,0;190;14/05/2024
USW00014739;16,94;7,8;0,3;190;15/05/2024
USW00014739;13,61;13,4;0,4;40;16/05/2024
USW00014739;14,72;10,7;0,0;50;17/05/2024
USW00014739;13,61;13,0;0,6;60;18/05/2024
USW00014739;12,22;10,5;0,1;30;19/05/2024
USW00014739;13,33;7,6;0,0;90;20/05/2024
USW00014739;20,28;9,2;0,0;220;21/05/2024
USW00014739;23,89;12,5;0,0;200;22/05/2024
USW00014739;21,94;10,3;0,1;120;23/05/2024
USW00014739;22,50;12,5;0,0;240;24/05/2024
USW00014739;18,33;9,2;0,0;110;25/05/2024
USW00014739;18,06;6,9;0,1;320;26/05/2024
USW00014739;19,17;11,4;0,3;170;27/05/2024
USW00014739;23,89;13,4;0,1;220;28/05/2024
USW00014739;20,28;8,7;0,0;260;29/05/2024
USW00014739;13,33;9,2;1,5;360;30/05/2024
USW00014739;18,61;9,4;0,0;310;31/05/2024
USW00014739;20,56;8,3;0,0;170;1/06/2024
USW00014739;19,72;6,7;0,0;250;2/06/2024
USW00014739;19,72;9,2;0,0;90;3/06/2024
USW00014739;16,67;8,5;0,0;120;4/06/2024
USW00014739;22,50;11,4;0,0;230;5/06/2024
USW00014739;19,44;7,6;0,0;100;6/06/2024
USW00014739;18,89;7,6;0,0;100;7/06/2024
USW00014739;19,72;15,2;0,0;270;8/06/2024
USW00014739;17,50;9,6;0,2;270;9/06/2024
USW00014739;20,00;11,9;0,0;270;10/06/2024
USW00014739;18,33;7,4;0,0;120;11/06/2024
USW00014739;19,17;6,9;0,0;110;12/06/2024
USW00014739;22,22;11,0;0,0;190;13/06/2024
USW00014739;24,44;12,1;0,5;300;14/06/2024
USW00014739;20,83;11,2;0,0;340;15/06/2024
USW00014739;16,67;10,3;0,0;200;16/06/2024
USW00014739;21,11;11,9;0,0;220;17/06/2024
USW00014739;26,39;9,8;0,0;190;18/06/2024
USW00014739;28,89;11,4;0,0;230;19/06/2024
USW00014739;28,33;10,1;0,3;330;20/06/2024
USW00014739;22,50;8,7;0,5;60;21/06/2024
USW00014739;18,89;6,7;0,2;50;22/06/2024
USW00014739;23,33;12,1;0,1;220;23/06/2024
USW00014739;23,06;14,8;0,1;300;24/06/2024
USW00014739;25,00;12,1;0,0;220;25/06/2024
USW00014739;25,56;13,9;2,0;240;26/06/2024
USW00014739;23,89;10,7;0,1;320;27/06/2024
USW00014739;18,89;11,9;0,0;310;28/06/2024
USW00014739;20,00;13,0;0,0;210;29/06/2024
USW00014739;26,67;12,5;0,0;240;30/06/2024
USW00014739;21,11;8,5;0,2;30;1/07/2024
USW00014739;21,94;9,0;0,0;80;2/07/2024
USW00014739;23,06;10,7;0,0;110;3/07/2024
USW00014739;23,89;11,4;0,0;220;4/07/2024
USW00014739;25,00;9,2;0,4;200;5/07/2024
USW00014739;24,72;11,4;0,0;200;6/07/2024
USW00014739;25,56;4,9;0,0;130;7/07/2024
USW00014739;23,89;6,0;0,0;170;8/07/2024
USW00014739;26,67;8,7;0,0;190;9/07/2024
USW00014739;27,50;13,0;0,0;200;10/07/2024
USW00014739;27,78;15,7;0,0;230;11/07/2024
USW00014739;26,11;13,4;0,0;220;12/07/2024
USW00014739;25,83;9,4;0,3;220;13/07/2024
USW00014739;25,56;8,5;0,0;240;14/07/2024
USW00014739;28,33;9,6;0,0;250;15/07/2024
USW00014739;29,17;13,2;0,0;300;16/07/2024
USW00014739;27,78;11,2;0,0;260;17/07/2024
USW00014739;26,67;10,5;0,2;200;18/07/2024
USW00014739;22,50;9,6;0,0;100;19/07/2024
USW00014739;24,44;9,8;0,0;220;20/07/2024
USW00014739;25,28;7,2;0,0;70;21/07/2024
USW00014739;22,22;6,0;0,0;220;22/07/2024
USW00014739;21,11;6,7;0,0;100;23/07/2024
USW00014739;19,17;6,3;0,0;100;24/07/2024
USW00014739;22,50;9,2;0,0;270;25/07/2024
USW00014739;24,44;9,8;0,0;320;26/07/2024
USW00014739;23,33;8,5;0,0;110;27/07/2024
USW00014739;20,83;5,1;0,0;80;28/07/2024
USW00014739;21,11;7,6;0,0;240;29/07/2024
USW00014739;25,28;11,9;0,0;220;30/07/2024
USW00014739;25,28;11,4;0,2;200;31/07/2024
USW00014739;29,17;10,3;0,0;300;1/08/2024
USW00014739;26,67;6,7;0,8;230;2/08/2024
USW00014739;28,33;8,5;0,0;250;3/08/2024
USW00014739;26,11;9,8;0,4;340;4/08/2024
USW00014739;26,39;10,1;0,0;220;5/08/2024
USW00014739;21,11;9,0;0,6;40;6/08/2024
USW00014739;17,78;8,5;0,2;30;7/08/2024
USW00014739;18,61;7,6;0,2;100;8/08/2024
USW00014739;23,61;13,2;0,3;190;9/08/2024
USW00014739;27,50;12,1;0,1;210;10/08/2024
USW00014739;24,72;11,0;0,0;210;11/08/2024
USW00014739;22,22;10,3;0,0;250;12/08/2024
USW00014739;22,78;9,6;0,0;260;13/08/2024
USW00014739;22,50;5,8;0,0;80;14/08/2024
USW00014739;21,94;6,0;0,9;320;15/08/2024
USW00014739;20,00;6,5;0,0;90;16/08/2024
USW00014739;19,44;7,6;0,0;100;17/08/2024
USW00014739;19,44;6,3;0,0;90;18/08/2024
USW00014739;21,11;7,4;0,1;110;19/08/2024
USW00014739;18,33;12,8;0,0;300;20/08/2024
USW00014739;19,44;8,7;0,0;310;21/08/2024
USW00014739;19,44;9,0;0,0;280;22/08/2024
USW00014739;21,94;6,9;0,0;250;23/08/2024
USW00014739;22,78;5,8;0,0;100;24/08/2024
USW00014739;22,50;4,9;0,0;120;25/08/2024
USW00014739;21,67;4,9;0,0;80;26/08/2024
USW00014739;20,28;7,6;0,0;230;27/08/2024
USW00014739;25,56;13,9;0,0;230;28/08/2024
USW00014739;18,61;9,2;0,0;90;29/08/2024
USW00014739;17,78;8,5;0,0;90;30/08/2024
USW00014739;21,39;8,1;0,0;210;31/08/2024
USW00014739;24,72;13,2;0,0;200;1/09/2024
USW00014739;20,00;10,5;0,0;340;2/09/2024
USW00014739;18,61;8,3;0,0;360;3/09/2024
USW00014739;20,00;6,9;0,0;110;4/09/2024
USW00014739;19,17;9,2;0,0;90;5/09/2024
USW00014739;19,44;10,1;0,0;80;6/09/2024
USW00014739;19,44;9,6;0,0;300;7/09/2024
USW00014739;17,78;13,2;0,0;280;8/09/2024
USW00014739;18,89;12,3;0,0;270;9/09/2024
USW00014739;21,11;9,2;0,0;240;10/09/2024
USW00014739;18,61;7,8;0,0;100;11/09/2024
USW00014739;20,83;7,6;0,0;200;12/09/2024
USW00014739;22,50;8,1;0,0;200;13/09/2024
USW00014739;20,83;7,4;0,0;80;14/09/2024
USW00014739;19,72;6,9;0,0;110;15/09/2024
USW00014739;18,89;6,9;0,0;110;16/09/2024
USW00014739;19,44;7,2;0,0;110;17/09/2024
USW00014739;18,89;4,9;0,0;80;18/09/2024
USW00014739;20,28;11,2;0,0;20;19/09/2024
USW00014739;16,67;18,6;0,1;30;20/09/2024
USW00014739;14,72;14,1;0,9;20;21/09/2024
USW00014739;16,39;12,3;0,0;60;22/09/2024
USW00014739;15,56;11,9;0,0;50;23/09/2024
USW00014739;15,28;11,9;0,0;50;24/09/2024
USW00014739;16,67;;0,0;;25/09/2024
USW00014739;18,33;7,6;0,4;340;26/09/2024
USW00014739;21,67;6,7;0,0;110;27/09/2024
USW00014739;17,50;7,6;0,0;80;28/09/2024
USW00014739;16,11;6,5;0,0;70;29/09/2024
USW00014739;16,11;4,0;0,0;110;30/09/2024
USW00014739;16,39;11,4;0,0;60;1/10/2024
USW00014739;15,83;9,6;0,0;90;2/10/2024
USW00014739;16,11;6,9;0,0;100;3/10/2024
USW00014739;18,06;8,3;0,0;180;4/10/2024
USW00014739;17,78;7,6;0,0;320;5/10/2024
USW00014739;13,61;9,0;0,0;90;6/10/2024
USW00014739;13,89;9,0;0,4;160;7/10/2024
USW00014739;14,72;9,4;0,0;300;8/10/2024
USW00014739;14,17;9,8;0,0;290;9/10/2024
USW00014739;11,94;13,9;0,0;330;10/10/2024
USW00014739;14,72;10,5;0,0;230;11/10/2024
USW00014739;16,11;15,0;0,0;310;12/10/2024
USW00014739;8,89;8,1;0,1;70;13/10/2024
USW00014739;8,89;10,5;0,2;290;14/10/2024
USW00014739;9,17;13,9;0,0;260;15/10/2024
USW00014739;10,28;14,1;0,0;300;16/10/2024
USW00014739;8,61;7,2;0,0;30;17/10/2024
USW00014739;10,83;8,5;0,0;40;18/10/2024
USW00014739;12,50;6,0;0,0;220;19/10/2024
USW00014739;16,11;7,8;0,0;230;20/10/2024
USW00014739;19,72;8,5;0,0;260;21/10/2024
USW00014739;17,50;5,8;0,0;70;22/10/2024
USW00014739;18,06;9,8;0,0;220;23/10/2024
USW00014739;16,39;11,2;0,0;320;24/10/2024
USW00014739;10,28;9,8;0,0;150;25/10/2024
USW00014739;14,17;12,3;0,0;280;26/10/2024
USW00014739;8,89;11,6;0,0;240;27/10/2024
USW00014739;6,39;8,1;0,0;360;28/10/2024
USW00014739;7,78;7,8;0,0;170;29/10/2024
USW00014739;14,44;7,6;0,2;130;30/10/2024
USW00014739;19,44;10,5;0,0;220;31/10/2024
USW00014739;19,44;14,8;0,0;290;1/11/2024
USW00014739;-17,78;12,5;0,0;180;2/11/2024
USW00094847;5,00;11,9;0,0;230;2/11/2023
USW00094847;9,17;15,4;0,0;230;3/11/2023
USW00094847;10,28;3,6;0,0;200;4/11/2023
USW00094847;8,61;3,8;0,0;320;5/11/2023
USW00094847;11,94;14,1;0,0;230;6/11/2023
USW00094847;9,72;9,6;0,0;300;7/11/2023
USW00094847;6,39;8,1;0,3;320;8/11/2023
USW00094847;9,72;12,5;0,0;280;9/11/2023
USW00094847;7,50;8,3;0,0;270;10/11/2023
USW00094847;5,56;5,1;0,0;330;11/11/2023
USW00094847;4,44;3,8;0,0;160;12/11/2023
USW00094847;9,17;11,0;0,0;280;13/11/2023
USW00094847;5,56;3,6;0,0;170;14/11/2023
USW00094847;8,06;6,9;0,0;220;15/11/2023
USW00094847;9,72;8,1;0,0;210;16/11/2023
USW00094847;7,78;10,5;0,0;220;17/11/2023
USW00094847;3,89;6,9;0,0;260;18/11/2023
